dispnum,ccode,participant_incident_count,participant_threat_count,participant_force_count,participant_max_action,participant_mean_hostlev,sidea,revstate,revtype1,revtype2,use_force_or_war
4610,100,2,1,0,7,2.0,0,0,0,0,0
4610,365,2,1,0,7,2.0,1,0,0,0,0
4611,101,1,0,1,15,4.0,1,0,0,0,1
4611,110,1,1,0,0,1.0,0,0,0,0,1
4612,160,1,1,0,0,1.0,0,1,1,0,0
4612,200,1,0,0,7,3.0,1,1,1,0,0
4613,160,1,1,0,0,1.0,0,0,0,0,1
4613,452,1,0,1,15,4.0,1,1,2,0,1
4614,200,1,1,0,0,1.0,0,1,1,0,0
4614,230,1,0,0,7,3.0,1,1,1,0,0
4615,200,2,1,0,7,2.0,0,1,1,0,0
4615,230,2,1,0,7,2.0,1,1,1,0,0
4616,200,1,0,0,7,3.0,1,1,1,0,0
4616,230,1,1,0,0,1.0,0,1,1,0,0
4617,220,1,0,1,17,4.0,1,1,3,0,1
4617,437,1,0,1,17,4.0,0,0,0,0,1
4618,220,1,1,0,0,1.0,0,0,-9,0,1
4618,437,1,0,1,15,4.0,1,0,-9,0,1
4619,325,2,1,1,16,2.5,1,0,-9,0,1
4619,750,2,1,1,15,2.5,0,0,-9,0,1
4620,345,1,0,1,11,3.0,1,1,1,0,0
4620,347,1,1,0,0,1.0,0,1,1,0,0
4621,345,2,0,2,16,3.5,1,1,1,0,1
4621,347,2,2,0,0,1.0,0,1,1,0,1
4622,365,1,1,0,0,1.0,0,0,0,0,1
4622,404,1,1,0,0,1.0,0,0,0,0,1
4622,433,2,0,2,15,4.0,1,1,2,0,1
4624,800,1,0,1,11,3.0,1,1,1,0,1
4624,811,1,1,0,0,1.0,0,1,1,0,1
4625,350,3,1,0,7,2.3333333333333335,1,1,1,0,0
4625,640,3,2,0,7,1.6666666666666667,0,1,1,0,0
4626,350,1,1,0,0,1.0,0,1,1,0,0
4626,640,1,0,0,7,3.0,1,1,1,0,0
4627,350,9,6,0,7,1.6666666666666667,0,1,1,0,0
4627,640,9,3,0,7,2.3333333333333335,1,1,1,0,0
4628,352,2,2,0,0,1.0,0,1,2,1,0
4628,640,2,0,0,7,3.0,1,1,2,1,0
4628,666,2,1,0,7,2.0,0,1,2,0,0
4629,365,2,0,1,15,3.5,1,1,1,0,1
4629,372,2,2,0,0,1.0,0,0,0,0,1
4630,365,2,0,0,7,3.0,1,1,1,3,0
4630,372,2,2,0,0,1.0,0,1,1,0,0
4631,365,4,0,0,7,3.0,1,1,1,0,0
4631,372,4,4,0,0,1.0,0,1,1,0,0
4632,640,9,0,9,16,4.0,1,1,2,0,1
4632,645,9,9,0,0,1.0,0,1,2,0,1
4633,640,1,0,1,16,4.0,1,1,2,0,1
4633,645,1,1,0,0,1.0,0,1,2,0,1
4634,365,1,0,1,15,4.0,1,1,2,0,1
4634,368,1,1,0,0,1.0,0,0,0,0,1
4636,2,1,0,1,17,4.0,1,0,0,0,1
4636,700,34,15,17,17,2.6176470588235294,1,1,1,0,1
4636,770,34,8,26,17,3.2058823529411766,0,1,1,0,1
4637,365,3,2,0,7,1.6666666666666667,0,1,2,0,0
4637,640,3,1,0,7,2.3333333333333335,1,1,2,0,0
4637,652,2,1,0,7,2.0,0,1,2,0,0
4639,365,1,1,0,0,1.0,0,0,0,0,1
4639,705,1,0,1,16,4.0,1,1,2,0,1
4640,365,1,0,1,16,4.0,1,1,2,0,1
4640,710,1,1,0,0,1.0,0,0,0,0,1
4642,373,1,1,0,0,1.0,0,0,0,0,1
4642,630,1,0,1,12,3.0,1,0,0,0,1
4643,437,1,1,0,0,1.0,0,1,1,0,1
4643,438,1,0,1,14,4.0,1,1,1,0,1
4644,471,1,0,1,17,4.0,0,0,0,0,1
4644,482,1,0,1,17,4.0,1,0,0,0,1
4645,484,1,1,0,0,1.0,0,1,1,0,1
4645,540,1,0,1,15,4.0,1,1,1,0,1
4646,490,1,1,0,0,1.0,0,1,2,0,1
4646,500,1,0,1,11,3.0,1,1,2,0,1
4647,490,1,0,1,17,4.0,0,0,0,0,1
4647,517,1,0,1,17,4.0,1,0,0,0,1
4648,490,1,0,1,16,4.0,1,1,2,0,1
4648,517,1,1,0,0,1.0,0,1,2,0,1
4649,490,1,1,0,0,1.0,0,0,0,0,1
4649,517,1,0,1,15,4.0,1,0,0,0,1
4650,490,2,0,2,17,4.0,0,1,1,0,1
4650,517,2,1,1,17,2.5,1,1,1,0,1
4651,490,1,1,0,0,1.0,0,0,0,0,1
4651,626,1,0,1,15,4.0,1,0,0,0,1
4652,501,1,0,1,11,3.0,1,1,2,0,1
4652,520,1,1,0,0,1.0,0,0,0,0,1
4653,501,2,0,2,17,4.0,1,1,2,0,1
4653,520,2,1,1,17,2.5,0,0,0,0,1
4654,520,1,1,0,0,1.0,0,0,0,0,1
4654,530,1,0,1,13,4.0,1,1,2,0,1
4655,530,1,1,0,0,1.0,0,1,1,0,1
4655,531,1,0,1,11,3.0,1,1,1,0,1
4656,625,12,3,9,17,3.25,1,1,1,0,1
4656,626,12,4,7,17,2.9166666666666665,0,1,1,0,1
4657,625,1,0,1,16,4.0,1,1,1,0,1
4657,626,1,1,0,0,1.0,0,1,1,0,1
4658,625,1,1,0,0,1.0,0,0,0,0,1
4658,666,1,0,1,16,4.0,1,1,2,0,1
4659,625,1,1,0,0,1.0,0,0,0,0,1
4659,666,1,0,1,16,4.0,1,1,2,0,1
4660,625,1,1,0,0,1.0,0,0,0,0,1
4660,666,1,0,1,16,4.0,1,1,2,0,1
4661,630,1,1,0,0,1.0,0,0,0,0,0
4661,640,1,0,1,11,3.0,1,1,2,0,0
4662,630,2,1,0,7,2.0,1,0,0,0,0
4662,640,2,1,0,7,2.0,0,0,0,0,0
4663,630,4,0,4,16,3.75,1,1,2,0,1
4663,645,4,4,0,0,1.0,0,1,2,0,1
4664,630,1,0,0,7,3.0,1,0,-9,0,0
4664,670,1,1,0,0,1.0,0,0,0,0,0
4665,630,3,0,3,17,3.6666666666666665,0,1,1,0,1
4665,700,3,2,1,17,2.0,1,1,1,0,1
4666,630,1,0,1,17,4.0,1,1,1,0,1
4666,700,1,0,1,17,4.0,0,1,1,0,1
4667,630,1,0,1,16,4.0,1,0,0,0,1
4667,700,1,1,0,0,1.0,0,0,0,0,1
4668,630,2,2,0,1,2.0,1,1,2,0,0
4668,700,1,1,0,0,1.0,0,0,0,0,0
4668,770,1,1,0,0,1.0,0,0,0,0,0
4669,630,1,0,1,17,4.0,0,1,1,0,1
4669,700,1,0,1,17,4.0,1,1,1,0,1
4670,630,1,0,1,15,4.0,1,1,2,0,1
4670,750,1,1,0,0,1.0,0,0,0,0,1
4671,630,1,0,1,16,4.0,1,1,2,0,1
4671,770,1,1,0,0,1.0,0,0,0,0,1
4672,630,7,1,5,17,3.5714285714285716,1,1,2,0,1
4672,770,7,6,1,17,1.4285714285714286,0,0,0,0,1
4673,640,1,0,0,7,3.0,1,1,2,0,0
4673,666,1,1,0,0,1.0,0,1,2,0,0
4674,651,2,2,0,0,1.0,0,0,0,0,1
4674,666,2,0,2,16,3.5,1,1,2,0,1
4675,651,1,1,0,0,1.0,0,0,0,0,1
4675,666,1,0,1,16,4.0,1,0,-9,0,1
4676,2,2,0,0,7,3.0,1,1,2,0,0
4676,20,1,0,0,7,3.0,1,1,2,0,0
4676,200,2,0,0,7,3.0,1,1,2,0,0
4676,211,1,0,0,7,3.0,1,1,2,0,0
4676,365,5,5,0,0,1.0,0,1,2,0,0
4676,368,1,1,0,0,1.0,1,1,2,0,0
4676,375,1,1,0,0,1.0,1,1,2,0,0
4676,385,2,0,0,7,3.0,1,1,2,0,0
4676,385,2,0,0,7,3.0,1,1,2,0,0
4676,390,1,0,0,7,3.0,1,1,2,0,0
4676,390,1,0,0,7,3.0,1,1,2,0,0
4677,365,1,1,0,0,1.0,0,1,2,0,1
4677,385,1,0,1,15,4.0,1,1,2,0,1
4678,20,2,1,0,7,2.0,1,1,2,0,0
4678,200,1,0,0,7,3.0,1,1,2,0,0
4678,200,1,0,0,7,3.0,1,1,2,0,0
4678,210,1,0,0,7,3.0,1,1,2,0,0
4678,220,1,0,0,7,3.0,1,1,2,0,0
4678,235,2,0,0,7,3.0,1,1,2,0,0
4678,255,2,0,0,7,3.0,1,1,2,0,0
4678,255,2,0,0,7,3.0,1,1,2,0,0
4678,290,1,0,0,7,3.0,1,1,2,0,0
4678,365,15,9,0,7,1.8,0,1,2,0,0
4678,366,2,2,0,0,1.0,1,1,2,0,0
4678,366,2,2,0,0,1.0,1,1,2,0,0
4678,368,2,1,0,8,2.0,1,1,2,0,0
4678,375,3,2,0,7,1.6666666666666667,1,1,2,0,0
4678,375,3,2,0,7,1.6666666666666667,1,1,2,0,0
4678,380,2,1,0,7,2.0,1,1,2,0,0
4678,385,2,0,0,7,3.0,1,1,2,0,0
4678,385,2,0,0,7,3.0,1,1,2,0,0
4678,390,3,0,0,7,3.0,1,1,2,0,0
4678,640,1,0,0,7,3.0,1,1,2,0,0
4679,365,4,2,0,7,2.0,1,1,2,0,0
4679,732,1,0,0,7,3.0,0,1,2,0,0
4679,740,4,2,0,7,2.0,0,1,2,0,0
4680,2,1,1,0,0,1.0,0,1,2,0,0
4680,365,8,5,0,7,1.75,1,1,2,0,0
4680,710,1,1,0,0,1.0,1,0,0,0,0
4680,732,3,1,0,7,2.3333333333333335,0,1,2,0,0
4680,732,3,1,0,7,2.3333333333333335,0,1,2,0,0
4680,740,5,2,0,7,2.2,0,1,2,0,0
4681,365,1,0,1,16,4.0,1,1,2,0,1
4681,369,1,1,0,0,1.0,0,0,0,0,1
4682,365,13,9,0,7,1.6153846153846154,0,1,1,0,1
4682,369,13,4,5,16,2.4615384615384617,1,1,1,0,1
4683,365,5,3,1,14,2.0,1,1,1,0,1
4683,369,5,2,0,8,2.2,0,1,1,0,1
4684,700,2,2,0,0,1.0,0,0,0,0,1
4684,701,2,0,2,14,4.0,1,1,2,0,1
4685,2,3,1,1,16,3.0,1,1,3,0,1
4685,20,2,0,1,16,3.5,1,1,3,0,1
4685,200,3,1,1,16,3.0,1,1,3,0,1
4685,210,1,0,1,13,4.0,1,1,3,0,1
4685,211,2,0,1,13,3.5,1,1,3,0,1
4685,212,1,1,0,1,2.0,1,1,3,0,1
4685,220,3,1,1,16,3.0,1,1,3,0,1
4685,230,2,1,1,13,3.0,1,1,3,0,1
4685,235,1,1,0,1,2.0,1,1,3,0,1
4685,255,1,1,0,1,2.0,1,1,3,0,1
4685,290,1,1,0,1,2.0,1,1,3,0,1
4685,310,1,1,0,1,2.0,1,1,3,0,1
4685,316,1,1,0,1,2.0,1,1,3,0,1
4685,317,1,1,0,1,2.0,1,1,3,0,1
4685,325,2,0,0,7,3.0,1,1,3,0,1
4685,339,1,1,0,1,2.0,1,1,3,0,1
4685,341,1,1,0,1,2.0,1,1,3,0,1
4685,344,1,1,0,1,2.0,1,1,3,0,1
4685,349,1,1,0,1,2.0,1,1,3,0,1
4685,350,2,1,1,13,3.0,1,1,3,0,1
4685,355,2,1,1,13,3.0,1,1,3,0,1
4685,360,2,1,1,13,3.0,1,1,3,0,1
4685,366,1,1,0,1,2.0,1,1,3,0,1
4685,367,1,1,0,1,2.0,1,1,3,0,1
4685,368,1,1,0,1,2.0,1,1,3,0,1
4685,380,2,0,0,7,3.0,1,1,3,0,1
4685,385,2,1,1,16,3.0,1,1,3,0,1
4685,390,1,0,0,7,3.0,1,1,3,0,1
4685,395,1,1,0,1,2.0,1,1,3,0,1
4685,620,3,3,0,0,1.0,0,0,0,0,1
4685,640,2,1,1,13,3.0,1,1,3,0,1
4685,663,1,0,1,13,4.0,1,1,3,0,1
4685,694,2,0,1,13,3.5,1,1,3,0,1
4685,696,1,0,0,7,3.0,1,1,3,0,1
4686,616,3,1,2,17,2.6666666666666665,1,1,2,0,1
4686,620,3,1,2,17,2.6666666666666665,0,1,2,0,1
4687,652,22,14,8,17,2.090909090909091,0,1,2,0,1
4687,666,22,3,19,17,3.5,1,1,2,0,1
4688,652,4,0,4,17,4.0,1,0,0,0,1
4688,663,4,2,2,17,2.5,0,1,4,0,1
4689,652,32,3,29,17,3.59375,1,1,2,0,1
4689,660,32,29,3,17,1.21875,0,1,2,0,1
4690,652,1,0,1,16,4.0,1,0,0,0,1
4690,663,1,1,0,0,1.0,0,1,4,0,1
4691,2,2,1,0,7,2.5,0,1,2,0,1
4691,2,2,1,0,7,2.5,0,1,2,0,1
4691,2,2,1,0,7,2.5,0,1,2,0,1
4691,200,2,1,0,7,2.0,0,1,2,0,1
4691,365,2,0,0,7,3.0,1,1,2,0,1
4691,640,39,10,21,17,2.8461538461538463,0,1,2,0,1
4691,645,2,1,0,8,2.0,0,1,2,0,1
4691,652,45,31,13,17,1.8666666666666667,1,1,2,0,1
4691,666,1,0,1,10,3.0,0,0,0,0,1
4691,670,1,0,0,8,3.0,0,0,0,0,1
4692,490,1,0,1,16,4.0,1,1,2,0,1
4692,500,1,1,0,0,1.0,0,0,0,0,1
4693,702,3,0,3,17,3.6666666666666665,1,1,1,0,1
4693,703,3,1,2,17,3.0,0,1,1,0,1
4694,2,2,1,0,7,2.0,1,1,2,0,0
4694,710,2,1,0,7,2.0,0,0,0,0,0
4694,732,2,1,0,7,2.0,1,1,2,0,0
4694,740,2,1,0,7,2.0,1,1,2,0,0
4695,710,2,1,0,7,2.0,1,1,2,0,0
4695,713,2,1,0,7,2.0,0,1,2,0,0
4696,710,1,1,0,0,1.0,0,1,2,0,1
4696,732,1,0,1,16,4.0,1,0,0,0,1
4698,2,1,1,0,0,1.0,0,0,0,0,0
4698,710,1,0,0,7,3.0,1,1,2,0,0
4698,713,2,1,0,7,2.0,0,0,0,0,0
4699,710,3,1,0,7,2.3333333333333335,1,1,2,0,0
4699,816,3,2,0,7,1.6666666666666667,0,1,2,0,0
4700,710,2,0,1,15,3.5,1,1,2,0,1
4700,816,2,2,0,0,1.0,0,1,2,0,1
4701,710,1,0,1,16,4.0,1,1,2,0,1
4701,816,1,1,0,0,1.0,0,1,2,0,1
4702,710,1,0,0,7,3.0,1,1,2,0,1
4702,816,1,1,0,0,1.0,0,1,2,0,1
4703,710,4,1,0,7,2.5,1,1,2,0,1
4703,840,4,3,0,7,1.5,0,1,2,0,1
4704,710,1,0,0,7,3.0,1,1,2,0,1
4704,840,1,1,0,0,1.0,0,1,2,0,1
4705,713,3,0,0,7,3.0,1,1,2,0,0
4705,740,3,3,0,0,1.0,0,1,2,0,0
4706,2,1,0,0,8,3.0,0,1,2,0,1
4706,731,11,6,1,17,2.0,1,1,2,1,1
4706,732,11,4,3,17,2.5454545454545454,0,1,2,1,1
4707,713,1,0,0,7,3.0,1,1,2,0,0
4707,840,1,1,0,0,1.0,0,0,0,0,0
4708,702,2,1,1,17,2.5,0,0,0,0,1
4708,704,2,0,2,17,4.0,1,0,0,0,1
4709,702,1,0,1,17,4.0,0,0,0,0,1
4709,704,1,0,1,17,4.0,1,0,0,0,1
4710,750,2,0,2,16,4.0,1,0,0,0,1
4710,771,2,2,0,0,1.0,0,0,0,0,1
4711,750,2,0,2,16,4.0,1,0,0,0,1
4711,771,2,2,0,0,1.0,0,0,0,0,1
4712,750,1,0,0,8,3.0,1,0,0,0,0
4712,771,1,1,0,0,1.0,0,0,0,0,0
4713,771,1,1,0,0,1.0,0,1,4,0,0
4713,775,1,0,1,12,3.0,1,1,4,0,0
4714,771,1,0,1,17,4.0,1,1,2,0,1
4714,775,1,0,1,17,4.0,0,1,2,0,1
4715,775,1,0,1,16,4.0,1,0,0,0,1
4715,800,1,1,0,0,1.0,0,0,0,0,1
4716,775,1,0,1,16,4.0,1,1,2,0,1
4716,800,1,1,0,0,1.0,0,1,2,0,1
4717,820,1,1,0,0,1.0,0,1,2,0,0
4717,850,1,0,0,7,3.0,1,1,2,0,0
4718,703,3,1,2,17,3.0,0,1,1,0,1
4718,704,3,1,2,17,3.0,1,1,1,0,1
4719,710,4,1,3,14,2.75,1,1,1,0,1
4719,750,4,3,0,7,1.5,0,1,1,0,1
4720,710,1,0,0,7,3.0,1,1,1,0,0
4720,750,1,1,0,0,1.0,0,1,1,0,0
4721,731,2,2,0,0,1.0,0,1,2,0,0
4721,732,1,0,0,8,3.0,1,1,2,0,0
4721,740,1,0,1,10,3.0,1,1,2,0,0
4722,732,2,1,0,7,2.0,0,1,1,0,0
4722,740,2,1,0,7,2.0,1,1,1,0,0
4723,732,2,1,0,7,2.0,0,1,1,0,0
4723,740,2,1,0,7,2.0,1,1,1,0,0
4724,731,2,2,0,0,1.0,0,1,2,0,0
4724,732,1,0,0,8,3.0,1,1,2,0,0
4724,740,1,0,0,8,3.0,1,1,2,0,0
4725,731,1,1,0,0,1.0,0,1,2,0,0
4725,732,1,0,0,8,3.0,1,1,2,0,0
4726,2,1,0,1,16,4.0,1,1,2,0,1
4726,770,1,1,0,0,1.0,0,1,2,0,1
