dispnum,ccode,participant_incident_count,participant_threat_count,participant_force_count,participant_max_action,participant_mean_hostlev,sidea,revstate,revtype1,revtype2,use_force_or_war
3551,2,3,1,0,7,2.6666666666666665,1,1,2,-9,1
3551,20,1,0,0,7,3.0,1,1,2,-9,1
3551,200,2,0,0,7,3.0,1,1,2,-9,1
3551,210,1,0,0,7,3.0,1,1,2,-9,1
3551,211,2,0,1,13,3.5,1,1,2,-9,1
3551,220,2,0,0,7,3.0,1,1,2,-9,1
3551,230,2,0,1,13,3.5,1,1,2,-9,1
3551,235,1,0,0,7,3.0,1,1,2,-9,1
3551,255,2,0,1,13,3.5,1,1,2,-9,1
3551,325,2,0,1,13,3.5,1,1,2,-9,1
3551,345,5,4,1,15,1.6,0,0,0,-9,1
3551,350,2,0,1,13,3.5,1,1,2,-9,1
3551,360,2,1,1,15,2.5,1,1,2,-9,1
3551,390,1,0,0,7,3.0,1,1,2,-9,1
3551,640,1,0,0,7,3.0,1,1,2,-9,1
3552,2,14,8,2,17,2.2857142857142856,1,0,0,-9,1
3552,200,3,1,0,8,2.6666666666666665,1,0,0,-9,1
3552,220,4,1,1,17,3.0,1,0,0,-9,1
3552,365,2,2,0,1,2.0,1,0,0,-9,1
3552,645,16,12,1,17,1.625,0,1,2,-9,1
3552,670,1,1,0,0,1.0,1,0,0,-9,1
3552,690,2,0,0,8,3.0,1,0,0,-9,1
3555,344,4,1,3,17,3.25,1,0,0,-9,1
3555,345,4,0,4,17,3.75,0,1,1,-9,1
3556,344,2,1,1,17,2.5,1,1,1,-9,1
3556,346,2,0,2,17,3.5,0,0,0,-9,1
3557,345,5,0,4,17,3.8,1,1,1,-9,1
3557,346,5,2,3,17,2.8,0,0,0,-9,1
3561,365,13,5,6,17,2.769230769230769,1,1,2,-9,1
3561,372,13,7,6,17,2.230769230769231,0,1,2,-9,1
3564,365,2,1,1,17,2.5,1,1,2,0,1
3564,371,15,0,15,17,4.0,1,1,1,0,1
3564,373,9,0,9,17,4.0,0,1,1,0,1
3564,630,1,0,0,7,3.0,0,1,2,0,1
3564,640,6,1,3,12,2.6666666666666665,0,1,2,0,1
3568,2,2,2,0,1,2.0,0,0,0,-9,1
3568,200,1,1,0,1,2.0,0,0,0,-9,1
3568,220,1,1,0,1,2.0,0,0,0,-9,1
3568,645,9,5,4,17,2.2222222222222223,1,1,1,-9,1
3568,690,7,3,4,17,2.857142857142857,0,0,0,-9,1
4001,800,12,1,2,17,3.0,1,0,0,0,1
4001,811,12,9,3,17,1.6666666666666667,0,1,2,0,1
4002,775,2,2,0,0,1.0,0,1,2,0,1
4002,800,2,0,0,8,3.0,1,0,0,0,1
4003,775,1,0,1,11,3.0,1,1,1,0,0
4003,800,1,1,0,0,1.0,0,0,0,0,0
4004,811,2,1,1,11,2.0,0,0,0,0,1
4004,816,2,1,1,14,2.5,1,1,1,0,1
4005,750,1,0,1,17,4.0,0,0,0,0,1
4005,771,1,0,1,17,4.0,1,0,0,0,1
4006,750,1,0,0,8,3.0,1,0,0,0,0
4006,771,1,1,0,0,1.0,0,0,0,0,0
4007,750,22,5,17,17,3.3181818181818183,0,0,0,0,1
4007,770,22,11,10,17,2.4545454545454546,1,1,1,0,1
4008,800,1,0,1,17,4.0,0,0,0,0,1
4008,816,1,0,1,17,4.0,1,0,0,0,1
4009,100,1,1,0,0,1.0,0,0,0,0,1
4009,101,1,0,1,12,3.0,1,1,4,0,1
4010,91,1,0,1,11,3.0,1,1,2,0,0
4010,92,1,1,0,0,1.0,0,0,0,0,0
4011,91,2,1,1,17,2.5,0,1,2,0,1
4011,93,2,0,2,17,4.0,1,1,2,0,1
4012,91,1,1,0,1,2.0,1,1,2,1,0
4012,93,1,1,0,0,1.0,0,0,0,0,0
4013,130,6,1,4,17,3.1666666666666665,1,1,1,0,1
4013,135,6,3,3,17,2.3333333333333335,0,1,1,0,1
4014,80,2,1,1,12,2.0,1,1,1,0,0
4014,90,2,1,1,11,2.0,0,1,1,0,0
4015,80,1,0,1,12,3.0,1,1,1,0,0
4015,90,1,1,0,0,1.0,0,1,1,0,0
4016,2,6,2,1,13,2.6666666666666665,1,1,3,0,1
4016,20,1,0,1,13,4.0,1,1,3,0,1
4016,41,7,6,0,7,1.2857142857142858,0,0,0,0,1
4016,42,1,0,1,13,4.0,1,1,3,0,1
4016,160,1,0,1,13,4.0,1,1,3,0,1
4016,200,2,0,1,13,3.5,1,1,3,0,1
4016,210,1,0,1,13,4.0,1,1,3,0,1
4016,220,1,0,1,13,4.0,1,1,3,0,1
4018,710,1,0,1,17,4.0,0,0,0,0,1
4018,731,1,0,1,17,4.0,1,1,2,0,1
4019,710,1,1,0,0,1.0,0,0,0,0,1
4019,731,1,0,1,16,4.0,1,0,0,0,1
4020,710,3,3,0,0,1.0,0,0,0,0,1
4020,713,3,0,3,16,4.0,1,1,2,0,1
4021,2,1,0,0,7,3.0,1,0,0,0,0
4021,731,2,1,0,8,2.0,0,1,2,0,0
4021,732,2,1,0,7,2.0,1,0,0,0,0
4022,2,8,3,2,11,2.25,0,0,0,0,1
4022,20,1,0,0,7,3.0,0,0,0,0,1
4022,731,36,19,9,16,1.9722222222222223,1,1,1,2,1
4022,732,30,15,1,11,2.033333333333333,0,0,0,0,1
4022,740,3,2,0,7,1.6666666666666667,0,0,0,0,1
4022,900,1,0,0,7,3.0,0,0,0,0,1
4023,710,1,0,0,8,3.0,1,1,2,0,0
4023,713,1,1,0,0,1.0,0,0,0,0,0
4024,713,1,0,0,7,3.0,1,0,0,0,0
4024,840,1,1,0,0,1.0,0,1,1,0,0
4026,713,1,1,0,0,1.0,0,1,1,0,0
4026,740,1,0,0,7,3.0,1,0,0,0,0
4027,710,2,1,1,15,2.5,1,1,1,0,1
4027,840,2,1,0,7,2.0,0,1,1,0,1
4028,710,5,4,0,7,1.4,0,1,1,0,1
4028,840,5,1,2,11,2.6,1,1,1,0,1
4029,710,1,0,0,7,3.0,1,1,1,0,0
4029,816,1,1,0,0,1.0,0,0,0,0,0
4030,710,2,0,1,13,3.5,1,1,1,0,1
4030,816,2,2,0,0,1.0,0,1,1,0,1
4031,20,6,2,3,16,3.0,1,0,0,0,1
4031,230,6,5,0,7,1.3333333333333333,0,1,2,0,1
4032,211,1,1,0,0,1.0,0,0,0,0,0
4032,490,1,1,0,1,2.0,1,0,0,0,0
4035,710,1,0,1,12,3.0,1,1,2,1,0
4035,713,1,1,0,0,1.0,0,0,0,0,0
4038,352,1,1,0,0,1.0,0,0,0,0,1
4038,640,1,1,0,1,2.0,1,1,1,0,1
4039,352,1,0,1,16,4.0,1,0,0,0,1
4039,640,1,1,0,0,1.0,0,1,1,0,1
4040,350,6,5,1,16,1.5,0,0,0,0,1
4040,640,6,2,0,8,2.0,1,1,2,0,1
4041,339,1,1,0,0,1.0,0,0,0,0,1
4041,350,1,0,1,16,4.0,1,1,2,0,1
4042,365,6,0,4,16,3.6666666666666665,1,0,0,0,1
4042,740,6,6,0,0,1.0,0,1,1,0,1
4043,339,5,3,2,16,2.2,1,1,2,0,1
4043,345,5,3,2,16,2.0,0,0,0,0,1
4045,339,1,1,0,0,1.0,0,0,0,0,0
4045,345,1,0,0,7,3.0,1,0,0,0,0
4046,2,1,1,0,0,1.0,0,0,0,0,0
4046,343,1,1,0,0,1.0,0,0,0,0,0
4046,345,3,1,1,12,2.3333333333333335,1,1,1,0,0
4048,220,1,0,0,7,3.0,1,0,0,0,0
4048,344,1,1,0,0,1.0,0,0,0,0,0
4050,365,2,0,0,7,3.0,1,1,2,0,1
4050,369,2,2,0,0,1.0,0,1,2,0,1
4051,359,1,1,0,0,1.0,0,1,2,0,0
4051,365,1,0,0,7,3.0,1,0,0,0,0
4052,365,1,1,0,0,1.0,0,0,0,0,1
4052,710,1,0,1,15,4.0,1,0,0,0,1
4054,365,9,1,8,17,3.4444444444444446,1,0,0,0,1
4054,700,10,8,2,17,1.6,0,1,3,0,1
4054,701,2,1,1,11,2.5,1,0,0,0,1
4054,702,4,2,2,11,2.5,1,0,0,0,1
4054,703,2,1,1,11,2.5,1,0,0,0,1
4054,704,2,1,1,11,2.5,1,0,0,0,1
4054,705,2,1,1,11,2.5,1,0,0,0,1
4055,365,4,0,3,16,3.75,1,0,0,0,1
4055,700,4,4,0,0,1.0,0,1,3,0,1
4058,339,1,0,1,17,4.0,1,1,2,0,1
4058,343,1,0,1,17,4.0,0,0,0,0,1
4060,713,1,0,0,7,3.0,1,0,0,0,0
4060,816,1,1,0,0,1.0,0,1,1,0,0
4061,710,2,1,0,7,2.0,1,1,1,0,0
4061,740,2,1,0,7,2.0,0,0,0,0,0
4062,710,1,0,0,7,3.0,1,1,1,0,0
4062,740,1,1,0,0,1.0,0,0,0,0,0
4063,710,2,1,0,7,2.0,0,1,1,0,0
4063,850,2,1,0,7,2.0,1,0,0,0,0
4064,2,1,0,0,7,3.0,0,0,0,0,0
4064,710,11,4,1,11,2.3636363636363638,1,1,1,2,0
4064,713,9,6,1,11,1.6666666666666667,0,0,0,0,0
4065,2,2,2,0,0,1.0,0,0,0,0,0
4065,710,1,0,0,7,3.0,1,1,2,0,0
4065,732,1,1,0,0,1.0,0,0,0,0,0
4066,452,1,0,0,8,3.0,1,1,2,0,0
4066,461,1,1,0,0,1.0,0,0,0,0,0
4067,436,1,0,1,17,4.0,0,0,0,0,1
4067,483,1,0,1,17,4.0,1,0,0,0,1
4068,475,1,0,1,14,4.0,1,1,1,0,1
4068,483,1,1,0,0,1.0,0,0,0,0,1
4069,484,1,1,0,0,1.0,0,0,0,0,1
4069,490,1,0,1,15,4.0,1,0,0,0,1
4071,490,1,0,1,11,3.0,1,0,0,0,0
4071,540,1,1,0,0,1.0,0,0,0,0,0
4072,630,4,0,4,16,4.0,1,1,2,0,1
4072,645,4,4,0,0,1.0,0,0,0,0,1
4073,630,1,1,0,0,1.0,0,0,0,0,0
4073,651,1,1,0,1,2.0,1,0,0,0,0
4075,910,1,0,1,17,4.0,1,0,0,0,1
4075,940,1,0,1,17,4.0,0,1,2,1,1
4076,910,2,0,2,16,3.5,1,0,0,0,1
4076,940,2,2,0,0,1.0,0,1,2,1,1
4078,500,15,12,2,16,1.6666666666666667,1,1,2,0,1
4078,625,15,5,9,16,2.6666666666666665,0,1,2,0,1
4079,530,6,0,6,17,4.0,1,1,1,2,1
4079,625,6,1,5,17,3.5,0,1,1,2,1
4081,531,1,1,0,0,1.0,0,0,0,0,0
4081,625,1,0,1,11,3.0,1,1,2,0,0
4082,522,2,2,0,0,1.0,0,0,0,0,1
4082,531,2,0,2,16,3.5,1,1,1,0,1
4083,500,2,1,1,11,2.0,0,0,0,0,0
4083,501,2,1,1,12,2.0,1,1,2,0,0
4084,500,1,1,0,0,1.0,0,0,0,0,0
4084,501,1,0,1,11,3.0,1,1,3,0,0
4085,437,1,0,1,17,4.0,0,0,0,0,1
4085,475,1,0,1,17,4.0,1,1,2,0,1
4086,355,1,1,0,0,1.0,0,0,0,0,1
4086,705,1,0,1,15,4.0,1,1,2,0,1
4088,2,2,0,0,7,3.0,0,0,0,0,0
4088,710,9,4,2,12,2.2222222222222223,1,1,2,1,0
4088,713,8,6,0,8,1.5,0,0,0,0,0
4089,710,1,0,1,17,4.0,0,0,0,0,1
4089,731,1,0,1,17,4.0,1,0,0,0,1
4090,339,1,1,0,0,1.0,0,0,0,0,1
4090,350,1,0,1,16,4.0,1,0,0,0,1
4092,350,7,4,1,11,1.8571428571428572,0,1,2,1,1
4092,640,7,3,1,12,2.142857142857143,1,1,2,1,1
4094,352,2,2,0,0,1.0,0,0,0,0,0
4094,640,2,0,0,7,2.5,1,1,1,0,0
4095,350,12,4,0,7,2.0833333333333335,0,1,1,0,1
4095,350,12,4,0,7,2.0833333333333335,0,1,1,0,1
4095,350,12,4,0,7,2.0833333333333335,0,1,1,0,1
4095,352,23,20,1,16,1.2608695652173914,0,1,1,0,1
4095,640,34,10,16,16,2.4705882352941178,1,0,0,0,1
4096,365,1,0,1,14,4.0,1,1,2,0,1
4096,372,1,1,0,0,1.0,0,0,0,0,1
4097,339,1,0,1,17,4.0,1,0,0,0,1
4097,343,1,0,1,17,4.0,0,0,0,0,1
4098,365,1,0,0,7,3.0,1,0,0,0,0
4098,369,1,1,0,0,1.0,0,0,0,0,0
4100,344,2,2,0,0,1.0,0,0,0,0,0
4100,345,2,0,0,7,3.0,1,1,2,0,0
4101,310,2,0,2,11,3.0,1,0,0,0,0
4101,344,2,2,0,0,1.0,0,0,0,0,0
4102,310,2,0,2,11,3.0,1,0,0,0,0
4102,345,2,2,0,0,1.0,0,0,0,0,0
4103,365,1,0,0,8,3.0,1,0,0,0,0
4103,367,1,1,0,0,1.0,0,1,2,0,0
4104,365,1,1,0,0,1.0,0,0,0,0,1
4104,710,1,0,1,16,4.0,1,1,1,0,1
4105,365,1,0,0,7,3.0,1,0,0,0,0
4105,368,1,1,0,0,1.0,0,0,0,0,0
4106,290,1,1,0,0,1.0,0,0,0,0,0
4106,365,1,0,0,7,3.0,1,1,2,0,0
4107,290,1,1,0,0,1.0,0,0,0,0,1
4107,365,1,0,1,15,4.0,1,0,0,0,1
4108,360,1,1,0,0,1.0,0,0,0,0,0
4108,369,1,0,0,8,3.0,1,1,2,0,0
4109,372,1,1,0,0,1.0,0,0,0,0,0
4109,373,1,0,1,12,3.0,1,1,2,0,0
4111,365,1,0,1,11,3.0,1,1,2,0,0
4111,367,1,1,0,0,1.0,0,0,0,0,0
4113,630,1,0,1,16,4.0,1,1,2,0,1
4113,645,1,1,0,0,1.0,0,0,0,0,1
4114,670,4,0,3,17,3.75,1,1,1,0,1
4114,679,4,2,2,17,2.5,0,0,0,0,1
4116,452,1,1,0,0,1.0,0,0,0,0,0
4116,461,1,0,1,11,3.0,1,0,0,0,0
4117,565,1,1,0,0,1.0,0,0,0,0,0
4117,571,1,0,1,12,3.0,1,1,1,0,0
4118,510,2,1,0,8,2.5,1,0,0,0,0
4118,516,2,2,0,0,1.0,0,0,0,0,0
4119,471,3,1,2,12,2.3333333333333335,1,1,1,0,1
4119,475,3,2,1,11,1.6666666666666667,0,1,1,0,1
4121,531,6,0,6,17,3.8333333333333335,1,1,1,0,1
4121,679,6,3,3,17,2.5,0,0,0,0,1
4122,490,2,0,2,17,4.0,1,0,0,0,1
4122,517,2,0,2,17,4.0,0,1,3,1,1
4123,510,2,1,1,16,2.5,0,0,0,0,1
4123,516,2,1,1,12,2.0,1,0,0,0,1
4124,531,6,1,5,17,3.3333333333333335,1,1,2,3,1
4124,625,6,0,6,17,3.6666666666666665,0,1,2,3,1
4125,2,2,0,0,7,3.0,1,1,2,0,0
4125,731,2,2,0,0,1.0,0,0,0,0,0
4125,732,1,0,0,7,3.0,1,1,2,0,0
4126,732,1,0,0,7,3.0,1,1,1,0,0
4126,740,1,1,0,0,1.0,0,1,1,0,0
4127,732,1,1,0,0,1.0,0,1,2,0,1
4127,740,1,0,1,15,4.0,1,0,0,0,1
4128,710,4,3,0,7,1.5,0,1,1,0,1
4128,840,4,1,0,8,2.5,1,1,1,0,1
4130,530,1,0,1,17,4.0,1,1,2,0,1
4130,625,1,0,1,17,4.0,0,1,2,0,1
4132,531,2,0,2,15,4.0,1,1,1,2,1
4132,679,2,2,0,0,1.0,0,0,0,0,1
4133,350,2,1,0,7,2.0,0,1,1,0,0
4133,640,2,1,1,12,2.0,1,1,1,0,0
4134,625,2,0,2,17,4.0,0,1,1,3,1
4134,651,2,1,1,17,2.5,1,1,2,3,1
4135,800,5,0,2,16,3.2,1,0,0,0,1
4135,811,5,5,0,0,1.0,0,0,0,0,1
4136,339,1,1,0,0,1.0,0,0,0,0,0
4136,345,1,0,0,8,3.0,1,1,4,0,0
4137,2,15,8,1,11,2.4,1,1,2,0,1
4137,20,10,6,0,8,2.4,1,1,2,0,1
4137,200,14,7,2,11,2.357142857142857,1,1,2,0,1
4137,210,11,7,0,8,2.3636363636363638,1,1,2,0,1
4137,211,11,6,0,8,2.4545454545454546,1,1,2,0,1
4137,212,8,5,0,8,2.375,1,1,2,0,1
4137,220,12,6,1,11,2.5,1,1,2,0,1
4137,230,10,5,0,8,2.5,1,1,2,0,1
4137,235,9,5,0,8,2.4444444444444446,1,1,2,0,1
4137,255,12,7,0,8,2.3333333333333335,1,1,2,0,1
4137,290,1,0,0,7,3.0,1,1,2,0,1
4137,310,1,0,0,7,3.0,1,1,2,0,1
4137,316,1,0,0,7,3.0,1,1,2,0,1
4137,325,12,7,0,8,2.4166666666666665,1,1,2,0,1
4137,339,26,18,2,11,1.6153846153846154,1,1,2,0,1
4137,343,1,0,1,11,3.0,1,1,2,0,1
4137,343,1,0,1,11,3.0,1,1,2,0,1
4137,345,49,25,23,16,2.204081632653061,0,0,0,0,1
4137,350,11,6,0,8,2.4545454545454546,1,1,2,0,1
4137,365,2,0,0,7,3.0,1,1,2,0,1
4137,368,2,0,0,7,3.0,1,1,2,0,1
4137,385,9,5,0,8,2.4444444444444446,1,1,2,0,1
4137,390,9,5,0,8,2.4444444444444446,1,1,2,0,1
4137,395,8,5,0,8,2.375,1,1,2,0,1
4137,640,12,7,0,8,2.4166666666666665,1,1,2,0,1
4138,775,1,0,1,17,4.0,1,0,0,0,1
4138,800,1,0,1,17,4.0,0,0,0,0,1
4140,91,2,2,0,0,1.0,0,1,2,0,1
4140,93,2,0,1,11,3.0,1,1,2,0,1
4141,91,2,0,2,17,4.0,1,1,2,0,1
4141,93,2,0,2,17,4.0,0,1,2,0,1
4143,130,4,1,3,17,3.0,0,1,1,0,1
4143,135,4,1,3,17,3.0,1,1,1,0,1
4144,130,2,1,1,12,2.0,1,1,1,0,1
4144,135,2,1,1,15,2.5,0,1,1,0,1
4145,93,1,0,1,15,4.0,1,1,2,1,1
4145,100,1,1,0,0,1.0,0,0,0,0,1
4146,93,1,1,0,0,1.0,0,0,0,0,1
4146,94,1,0,1,12,3.0,1,0,0,0,1
4147,93,2,1,0,7,2.0,1,0,0,0,0
4147,94,2,1,1,11,2.0,0,1,2,0,0
4148,155,1,1,0,0,1.0,0,0,0,0,1
4148,200,1,0,1,15,4.0,1,1,2,0,1
4149,52,1,1,0,0,1.0,0,0,0,0,1
4149,101,1,0,1,16,4.0,1,1,2,0,1
4150,80,2,1,1,12,2.0,1,1,1,0,0
4150,90,2,1,1,11,2.0,0,1,1,0,0
4151,80,1,1,0,0,1.0,0,1,1,0,1
4151,90,1,0,1,15,4.0,1,1,1,0,1
4152,80,2,0,2,12,3.0,1,1,1,0,0
4152,90,2,2,0,0,1.0,0,1,1,0,0
4154,52,1,1,0,0,1.0,0,1,2,0,1
4154,101,1,0,1,15,4.0,1,1,2,0,1
4155,52,1,1,0,0,1.0,0,0,0,0,1
4155,101,1,0,1,15,4.0,1,1,2,0,1
4156,110,3,2,1,11,1.6666666666666667,0,0,0,0,0
4156,115,3,1,1,11,2.3333333333333335,1,1,2,0,0
4158,640,2,0,2,14,4.0,1,1,2,0,1
4158,645,2,2,0,0,1.0,0,0,0,0,1
4159,630,1,0,1,11,3.0,1,0,0,0,0
4159,700,1,1,0,0,1.0,0,0,0,0,0
4160,630,4,3,0,7,1.5,0,0,0,0,1
4160,700,4,1,3,15,2.75,1,0,0,0,1
4161,630,1,0,1,16,4.0,1,1,3,0,1
4161,700,1,1,0,0,1.0,0,0,0,0,1
4162,560,2,1,0,7,2.0,1,1,3,0,0
4162,570,2,1,1,11,2.0,0,0,0,0,0
4164,483,1,1,0,0,1.0,0,0,0,0,0
4164,620,1,0,0,7,3.0,1,1,1,0,0
4165,471,1,0,1,17,4.0,1,1,1,0,1
4165,475,1,0,1,17,4.0,0,1,1,0,1
4166,471,2,0,2,17,4.0,1,1,1,0,1
4166,475,2,0,2,17,4.0,0,1,1,0,1
4168,484,1,0,1,17,4.0,0,0,0,0,1
4168,540,1,0,1,17,4.0,1,0,0,0,1
4169,541,1,1,0,0,1.0,0,0,0,0,0
4169,572,1,0,1,12,3.0,1,0,0,0,0
4170,490,2,1,1,11,2.0,1,1,2,0,1
4170,500,2,1,1,16,2.5,0,1,2,0,1
4171,91,4,3,1,15,1.75,0,1,2,0,1
4171,93,4,1,3,15,3.25,1,1,2,0,1
4172,100,1,1,0,0,1.0,0,0,0,0,1
4172,101,1,0,1,16,4.0,1,1,2,0,1
4173,365,1,1,0,0,1.0,0,0,0,0,1
4173,640,1,0,1,16,4.0,1,0,0,0,1
4174,2,1,0,1,15,4.0,1,1,2,1,1
4174,365,1,1,0,0,1.0,0,0,0,0,1
4175,371,7,0,7,17,4.0,1,1,1,0,1
4175,373,7,1,6,17,3.5714285714285716,0,0,0,0,1
4176,365,1,0,0,8,3.0,1,0,0,0,0
4176,700,2,2,0,0,1.0,0,1,2,0,0
4176,702,1,0,0,8,3.0,1,0,0,0,0
4176,703,1,0,0,8,3.0,1,0,0,0,0
4176,704,2,0,1,11,3.0,1,0,0,0,0
4177,703,1,1,0,0,1.0,0,0,0,0,1
4177,704,1,0,1,14,4.0,1,1,4,0,1
4179,702,2,2,0,0,1.0,0,0,0,0,1
4179,704,2,0,2,16,4.0,1,1,4,0,1
4180,710,2,0,0,7,3.0,1,1,1,0,0
4180,740,2,2,0,0,1.0,0,0,0,0,0
4182,652,9,5,3,17,2.2222222222222223,0,0,0,0,1
4182,652,9,5,3,17,2.2222222222222223,0,0,0,0,1
4182,652,9,5,3,17,2.2222222222222223,0,0,0,0,1
4182,652,9,5,3,17,2.2222222222222223,0,0,0,0,1
4182,652,9,5,3,17,2.2222222222222223,0,0,0,0,1
4182,660,233,225,8,17,1.1072961373390557,0,1,2,0,1
4182,666,242,7,232,17,3.4008264462809916,1,1,2,0,1
4183,2,1,1,0,0,1.0,0,0,0,0,1
4183,20,1,0,1,15,4.0,1,1,2,0,1
4186,2,1,0,0,7,3.0,1,0,0,0,0
4186,160,1,0,0,7,3.0,1,0,0,0,0
4186,210,1,0,0,7,3.0,1,0,0,0,0
4186,290,1,0,0,7,3.0,1,0,0,0,0
4186,325,1,0,0,7,3.0,1,0,0,0,0
4186,345,1,1,0,0,1.0,0,1,2,0,0
4186,360,1,0,0,7,3.0,1,0,0,0,0
4187,522,2,1,1,11,2.0,1,0,0,0,0
4187,531,2,1,1,11,2.0,0,1,2,0,0
4188,501,1,0,1,17,4.0,0,0,0,0,1
4188,530,1,0,1,17,4.0,1,1,2,0,1
4189,130,2,1,1,14,2.5,1,1,1,0,1
4189,135,2,1,1,11,2.0,0,1,1,0,1
4190,2,1,1,0,1,2.0,0,0,0,0,0
4190,640,1,1,0,0,1.0,0,1,2,0,0
4190,652,2,1,1,11,2.0,1,0,0,0,0
4191,630,1,1,0,0,1.0,0,0,0,0,1
4191,640,1,0,1,16,4.0,1,1,2,0,1
4192,630,2,0,2,16,4.0,1,1,2,0,1
4192,645,2,2,0,0,1.0,0,0,0,0,1
4193,350,10,5,3,17,2.0,1,1,1,2,1
4193,640,10,4,5,17,2.3,0,1,1,2,1
4196,2,1,1,0,0,1.0,0,0,0,0,1
4196,40,1,0,1,16,4.0,1,1,2,0,1
4197,2,2,1,0,8,2.0,0,0,0,0,0
4197,20,2,1,0,8,2.0,0,0,0,0,0
4197,365,1,0,0,7,3.0,1,1,4,0,0
4200,531,1,0,1,15,4.0,1,1,2,0,1
4200,679,1,1,0,0,1.0,0,0,0,0,1
4201,365,7,1,2,11,2.7142857142857144,1,0,0,0,1
4201,700,9,5,3,17,2.0,0,1,2,0,1
4201,704,2,1,1,12,2.0,1,0,0,0,1
4203,670,4,0,4,17,4.0,1,1,1,0,1
4203,679,4,0,4,17,4.0,0,0,0,0,1
4205,630,1,0,1,16,4.0,1,1,2,0,1
4205,645,1,1,0,0,1.0,0,0,0,0,1
4206,640,4,0,4,16,3.75,1,1,2,0,1
4206,645,4,4,0,0,1.0,0,0,0,0,1
4208,640,1,0,1,14,4.0,1,1,2,0,1
4208,645,1,1,0,0,1.0,0,0,0,0,1
4210,350,2,1,1,12,2.0,1,0,0,0,0
4210,640,2,1,1,12,2.0,0,0,0,0,0
4212,365,2,0,2,12,3.0,1,1,2,0,0
4212,372,2,2,0,0,1.0,0,0,0,0,0
4213,2,2,0,2,15,4.0,1,1,2,0,1
4213,365,2,2,0,0,1.0,0,0,0,0,1
4214,368,1,1,0,0,1.0,0,0,0,0,1
4214,411,1,0,1,15,4.0,1,1,2,0,1
4215,645,1,1,0,0,1.0,0,0,0,0,0
4215,690,1,0,0,8,3.0,1,0,0,0,0
4216,2,1,0,0,7,3.0,1,0,0,0,0
4216,630,1,1,0,0,1.0,0,1,2,0,0
4217,2,1,0,1,16,4.0,1,1,2,0,1
4217,625,1,1,0,0,1.0,0,0,0,0,1
4218,2,1,1,0,0,1.0,0,0,0,0,0
4218,731,2,2,0,1,2.0,1,1,2,0,0
4218,732,1,1,0,0,1.0,0,0,0,0,0
4219,100,1,1,0,0,1.0,0,0,0,0,1
4219,101,1,0,1,15,4.0,1,0,0,0,1
4220,2,2,1,0,7,2.0,0,0,0,0,0
4220,365,2,1,0,7,2.0,1,0,0,0,0
4221,365,1,1,0,0,1.0,0,0,0,0,1
4221,371,1,1,0,0,1.0,0,0,0,0,1
4221,640,2,0,2,16,3.5,1,1,2,1,1
4222,365,1,0,1,16,4.0,1,0,0,0,1
4222,740,1,1,0,0,1.0,0,1,1,0,1
4223,750,6,1,4,17,3.3333333333333335,1,0,0,0,1
4223,770,6,2,4,17,3.0,0,0,0,0,1
4224,345,1,1,0,0,1.0,0,0,0,0,0
4224,640,1,1,0,1,2.0,1,1,2,0,0
4225,731,1,0,1,12,3.0,1,1,2,0,0
4225,740,1,1,0,0,1.0,0,0,0,0,0
4226,731,1,0,0,7,3.0,1,1,2,0,0
4226,740,1,1,0,0,1.0,0,0,0,0,0
4227,2,1,0,1,16,4.0,1,1,2,0,1
4227,700,1,1,0,0,1.0,0,0,0,0,1
4228,365,2,0,1,11,3.0,1,0,0,0,0
4228,700,1,1,0,0,1.0,0,1,3,0,0
4228,702,2,0,1,11,3.0,1,0,0,0,0
4228,704,1,0,1,11,3.0,1,0,0,0,0
4229,339,1,0,1,11,3.0,1,0,0,0,0
4229,345,1,1,0,0,1.0,0,0,0,0,0
4230,344,1,0,0,8,3.0,1,0,0,0,0
4230,345,1,1,0,0,1.0,0,0,0,0,0
4231,344,1,0,1,15,4.0,1,0,0,0,1
4231,346,1,1,0,0,1.0,0,0,0,0,1
4232,371,2,0,2,16,4.0,1,1,1,0,1
4232,373,2,2,0,0,1.0,0,0,0,0,1
4235,371,1,0,1,16,4.0,1,1,1,0,1
4235,373,1,1,0,0,1.0,0,0,0,0,1
4236,371,1,1,0,0,1.0,0,0,0,0,0
4236,373,1,0,0,4,2.0,1,1,1,0,0
4237,560,1,1,0,0,1.0,0,0,0,0,0
4237,570,1,0,1,11,3.0,1,0,0,0,0
4238,365,1,1,0,0,1.0,0,0,0,0,0
4238,385,1,0,0,7,3.0,1,1,2,0,0
4239,365,2,1,1,12,2.0,1,0,0,0,0
4239,740,2,1,0,7,2.0,0,0,0,0,0
4240,368,1,1,0,0,1.0,0,0,0,0,0
4240,370,1,0,0,7,3.0,1,1,2,0,0
4242,365,15,4,7,16,2.6666666666666665,1,1,2,0,1
4242,372,15,11,3,11,1.5333333333333334,0,0,0,0,1
4243,840,1,1,0,0,1.0,0,1,2,0,1
4243,986,1,0,1,16,4.0,1,0,0,0,1
4244,490,1,1,0,0,1.0,0,0,0,0,0
4244,540,1,0,1,11,3.0,1,1,3,0,0
4245,484,1,1,0,0,1.0,0,0,0,0,1
4245,490,1,0,1,16,4.0,1,0,0,0,1
4246,484,1,0,1,17,4.0,0,0,0,0,1
4246,540,1,0,1,17,4.0,1,1,3,0,1
4248,500,3,3,0,0,1.0,0,0,0,0,1
